v,w,x,target
6.820045605879779,0.9160260807956389,6.1781634886140235,False
8.419199045509561,8.345502885760897,5.150177257913494,True
6.310379652956765,3.6922983406291854,5.280186220192247,True
1.078566833027319,6.829499338332965,6.006683617497799,False
2.81924522856405,3.785728437681991,7.361315371336714,False
4.4387744474707365,9.596160635365509,9.712559648074823,True
8.383626047485429,0.9102750132312587,0.751526321744096,True
2.8858598269300675,3.6110706365280465,7.049528914120153,False
8.268864645644353,5.62624345467691,6.391910665123346,True
5.730797646226705,0.3405659502068692,5.266633750453543,False
2.1324381608662613,4.1696284013257845,0.08784040865141729,False
6.557814740399095,9.10223151452077,0.6861090441910422,True
5.800667421881849,0.23481058507435315,3.5187300687656844,False
1.5928580478498278,8.605819495149017,7.280267776064944,True
8.965351726276664,2.1796411079053812,7.188994982210132,True
6.994970234278387,5.106829900251757,9.161938153335088,True
6.249262395655323,2.8280811214898893,7.1709282102881335,True
4.812368165190888,2.130325232922141,6.1780497159572505,False
0.48286329498549385,4.490665875745591,5.567663285786827,False
0.025381763782542643,6.485700178082295,0.8819670560459802,False
6.497443477078808,3.4112981968124476,0.29452816381114966,True
9.993299256959876,0.6417217536067854,1.5628947040522057,True
5.057494465838604,2.4510887129311665,5.304284340779213,False
4.740273730905673,5.765322385714221,5.43627082393471,True
2.9422897201960128,2.114575513597944,6.945463431319297,False
4.289821206012058,5.205286707029354,9.159106961284987,True
0.08484470526468946,2.773437058035222,5.634009900427678,False
0.5399422514604801,7.539750946436444,4.013350862739484,False
3.163706814308801,1.9443322786013706,9.668043651471928,False
0.4655704064139421,8.21448707836833,7.045559170798717,False
8.974861395684663,7.012450583059495,3.469410892963205,True
5.499755239467783,9.216200604916159,0.4089074467131759,True
8.499495949118138,6.7342929398651075,1.9683647691908757,True
9.667406368586052,2.995721745469093,0.04562787349020048,True
2.6748864039477063,5.15163256774828,0.2779194161536891,False
5.9174882594745695,4.445523785036881,3.3274596177886973,True
7.556682663203327,6.183611553685948,9.653474256771524,True
8.696925091469055,8.601468679413475,9.33056496929182,True
8.499425677379103,4.8669520741241055,0.6843159284933942,True
4.470838874826066,6.195860770483569,9.694197637323326,True
6.539391860013386,5.742679813263941,0.8628806683098666,True
6.504653194428639,0.3700440742923017,1.4349442627879672,False
0.4320362757278007,7.3277109350342755,9.413343925463959,False
5.942633492918434,0.8746446288055443,7.390655796120904,False
1.7441240060922625,7.094218832949562,6.763988206418382,False
9.447804778643839,1.654416483507961,2.332176189917453,True
3.1921160844493546,0.7653453327406634,9.45399327735844,False
6.226190686463566,1.062447970688617,4.7796198143866775,False
0.9874982399980348,9.63631347663437,3.5954738817469023,True
0.025461014185491626,7.402360525456224,3.3057056274835595,False
6.495464107216272,7.823808084463032,0.7483266790549625,True
5.463904073107763,9.501870892611038,2.2740472401329126,True
2.4939124722380224,6.73967440189648,0.5777959836875635,True
8.198385350158388,8.020487373164244,9.465055179965681,True
8.332685271389055,5.804192128041228,4.601177783067182,True
5.360577835674725,6.360143363742114,9.766870816337853,True
1.5238714403440279,4.945514459513447,4.499487457472021,False
2.4560192071246667,1.63872198113031,7.835859965877835,False
5.849482925630472,6.892506182801258,2.5724790764280527,True
4.795820142023725,1.5911816616076857,1.5187203095528612,False
1.348269723462272,6.488437721352637,8.475747318282764,False
5.7134969883818645,7.800870838606945,0.7868416628530028,True
5.182650740967064,1.3953428749625951,5.2477743948275455,False
2.488942413657733,2.537914493853093,9.18698305289786,False
5.484662786615875,2.4322055451057745,4.901798129886218,False
2.8440133748856544,7.949434126533514,3.9758365965793074,True
8.42300257825799,5.944913364329501,6.514716252621126,True
6.083543338651863,5.863333606022586,0.6265558722006137,True
7.90358243276895,6.140707321630324,2.2398098800782695,True
4.969652434375934,9.510978487022255,6.535474638354584,True
5.522454166181196,5.304189653999119,0.6933152801084141,True
4.963950809314639,4.3287113207736585,6.427461088102332,True
3.6207479453933464,1.4408276572228107,8.490870360399734,False
2.4850125378388577,2.2548319286068166,4.354501564466817,False
9.438593942264795,6.994049083278577,1.4144266614428835,True
0.9552790504297415,5.004245022058306,0.6182479093538973,False
2.2738959530567926,1.1330435491600166,8.64138694914671,False
8.855147353314608,8.689761819602245,6.540296081560908,True
0.3965139076813762,2.75064917184256,8.280630110724212,False
